,aco_reward,aco_time,ga_reward,ga_time,pso_reward,pso_time
44,276,973.558468580246,255,105.7680230140686,273,491.402090549469
45,279,967.0545673370361,248,83.93505239486694,273,485.08744978904724
46,276,957.583824634552,239,93.60761904716492,273,494.0147354602814
47,275,965.79727602005,264,104.30339407920837,273,489.8355438709259
48,280,971.2357912063599,247,81.43815469741821,273,485.04322052001953
49,278,973.0727701187134,254,91.01016688346863,273,489.8650426864624
50,291,952.5716059207916,250,101.36161661148071,275,494.92200326919556
51,294,946.210232257843,254,66.17070937156677,275,481.7474868297577
52,294,946.330258846283,256,88.53258848190308,275,489.36784863471985
53,294,940.2625517845154,248,63.820109605789185,275,485.3837275505066
54,291,951.8322811126709,256,68.07165431976318,275,488.7123284339905
55,299,958.7923038005829,265,68.89578294754028,275,491.05396008491516
56,296,951.3731620311737,245,73.54164481163025,275,486.9369945526123
57,291,958.3713037967682,258,89.91634559631348,275,491.3002550601959
58,290,945.0339353084564,246,56.91977286338806,275,481.18742632865906
59,291,947.7742516994476,261,71.559574842453,275,481.191358089447
60,305,981.3974587917328,291,92.71349763870239,269,488.7560610771179
61,304,957.5966999530792,275,82.32165241241455,269,491.32160925865173
62,307,968.3465480804443,266,79.71064329147339,269,492.24424958229065
63,309,978.8897063732147,269,78.40533828735352,269,490.47363781929016
64,305,976.8462386131287,263,96.9474766254425,269,497.1219482421875
65,310,973.8594441413879,257,72.08272051811218,269,493.34489607810974
66,306,964.727823972702,276,96.79535627365112,269,496.8235650062561
67,309,980.2682957649231,271,110.70756220817566,269,489.6940174102783
68,304,985.0895121097565,266,146.9937801361084,269,510.74099040031433
69,304,970.6574778556824,259,80.50431251525879,269,480.4831213951111
70,331,1002.6550228595734,276,71.99679160118103,282,486.46082282066345
71,330,1068.6351492404938,297,123.51885652542114,282,506.458402633667
72,332,1023.2077965736389,285,78.46024966239929,282,492.73976039886475
73,331,1017.5172808170319,280,48.53227877616882,282,495.07808446884155
74,332,1011.5874664783478,309,67.04316973686218,282,494.5928440093994
75,330,1028.534333705902,274,72.79688119888306,282,492.562472820282
76,332,996.4580583572388,310,69.33413505554199,282,489.1693527698517
77,332,1006.4915940761566,293,63.24198341369629,282,486.631254196167
78,332,1007.7951982021332,278,54.046175479888916,282,487.0864179134369
79,327,1008.2880766391754,306,101.87895131111145,282,491.83132791519165
80,342,1024.3724205493927,311,84.77551889419556,307,490.72554993629456
81,346,1037.724690914154,321,93.26548743247986,307,497.81773042678833
82,345,1045.6583635807037,300,86.76090788841248,307,484.0392985343933
83,344,1043.5157623291016,310,91.16247344017029,307,490.33659172058105
84,344,1042.54065823555,322,59.16938662528992,307,484.3666524887085
85,344,1039.1224558353424,301,86.92423415184021,307,493.7003331184387
86,340,1043.6719121932983,320,77.55270719528198,307,483.9702203273773
87,344,1042.995453596115,306,104.2813949584961,307,494.0151512622833
88,347,1051.3341484069824,321,152.23194694519043,307,496.49487829208374
89,349,1040.0653417110443,349,86.07370352745056,307,498.4700348377228
90,327,981.0026612281799,277,82.25102162361145,310,486.8569030761719
91,327,981.1793773174286,291,83.74289011955261,310,487.12745547294617
92,327,976.752777338028,306,72.23682999610901,310,489.5701353549957
93,326,980.6637990474701,300,54.929299116134644,310,483.11501002311707
94,322,969.3974039554596,284,70.095294713974,310,484.54920268058777
95,324,970.2287967205048,277,90.13793587684631,310,491.29523491859436
96,323,978.8446981906891,279,76.42075634002686,310,490.77434039115906
97,325,968.8402066230774,275,64.63985276222229,310,498.89036893844604
98,324,979.2253255844116,286,160.1146640777588,310,496.08253359794617
99,325,982.7923681735992,275,45.25343370437622,310,482.38406586647034
