,aco_reward,aco_time,ga_reward,ga_time,pso_reward,pso_time
47,94,82.78089380264282,106,23.92259168624878,94,17.245839834213257
48,87,82.29063534736633,110,17.997102975845337,94,17.09163522720337
49,94,79.32447719573975,106,10.254770755767822,94,16.159439086914062
50,63,81.13122916221619,85,19.498087406158447,80,17.062880754470825
51,64,78.95552730560303,73,11.968117952346802,80,16.42030930519104
52,64,80.55506777763367,83,19.04611301422119,80,17.044256925582886
53,64,80.00666880607605,79,11.748615503311157,80,16.27301836013794
54,66,80.77283143997192,88,11.66093134880066,80,16.391525506973267
55,64,82.00660061836243,88,24.136553049087524,80,17.06270742416382
56,66,81.55947065353394,85,16.429919242858887,80,16.999276161193848
57,63,81.114262342453,87,22.340787172317505,80,17.043132543563843
58,63,81.04138517379761,78,18.89263892173767,80,17.08504867553711
59,64,80.52739334106445,93,13.616387367248535,80,16.57269597053528
60,82,86.7540352344513,99,13.066121578216553,94,16.544466018676758
61,81,87.89562153816223,104,25.433122873306274,94,17.053762197494507
62,82,86.26548409461975,99,12.918514966964722,94,16.66313886642456
63,83,87.24347186088562,106,21.98454189300537,94,17.103214263916016
64,82,86.60797476768494,98,12.473426580429077,94,16.57561159133911
65,84,87.11871242523193,103,10.223820686340332,94,16.257148027420044
66,81,88.71003365516663,94,24.597357988357544,94,17.143748998641968
67,82,86.51209807395935,96,14.048967838287354,94,16.72418999671936
68,81,86.93004393577576,91,17.69091010093689,94,17.053284645080566
69,81,87.69031119346619,89,13.707175254821777,94,16.6680109500885
70,79,85.87792015075684,86,9.261616945266724,91,16.168455839157104
71,79,88.14101362228394,96,23.5689058303833,91,17.132070302963257
72,79,88.25272393226624,96,26.78891372680664,91,17.096915006637573
73,79,89.53712511062622,96,28.207839250564575,91,17.064720630645752
74,79,87.57802844047546,97,14.012932777404785,91,16.740302085876465
75,79,87.26567029953003,86,12.413164615631104,91,16.392486333847046
76,79,86.66206288337708,89,11.749331951141357,91,16.469265460968018
77,79,87.8359739780426,85,17.515364170074463,91,17.102705717086792
78,80,88.0450918674469,94,23.927947282791138,91,17.082552194595337
79,79,87.65122652053833,93,17.091141939163208,91,17.03953456878662
80,74,84.19559216499329,91,26.049842834472656,83,16.9984188079834
81,75,82.51725816726685,85,16.961402416229248,83,17.110384464263916
82,75,82.8316662311554,89,23.545618057250977,83,17.114362478256226
83,73,82.98265886306763,84,23.422379732131958,83,17.07512879371643
84,73,81.70284986495972,92,18.57567572593689,83,17.09586262702942
85,76,83.29867267608643,90,24.692944288253784,83,17.056284427642822
86,76,81.04190707206726,93,11.550926208496094,83,16.41378617286682
87,74,82.97272729873657,94,18.214133262634277,83,17.02610754966736
88,72,81.47475123405457,86,10.687882900238037,83,16.277140855789185
89,73,82.54533529281616,89,17.926280975341797,83,17.130127668380737
90,88,89.74022126197815,128,20.152071475982666,107,17.193649530410767
91,88,88.83557057380676,115,14.007786512374878,107,16.752809762954712
92,89,89.99075937271118,120,21.46599245071411,107,17.087929248809814
93,89,90.57273888587952,116,22.19508957862854,107,17.231003284454346
94,91,89.41200828552246,109,13.885975360870361,107,16.87487244606018
95,88,89.83750343322754,115,20.845364570617676,107,17.157454013824463
96,91,91.00219821929932,124,27.728176832199097,107,17.07404375076294
97,93,91.0686559677124,117,25.557191371917725,107,17.23515510559082
98,87,90.42128872871399,112,15.197402715682983,107,16.944777965545654
99,90,89.05649876594543,100,14.382555484771729,107,16.822237491607666
